date,product,reviewer_role,company_size,rating_overall,rating_ease_of_use,rating_features,rating_support,rating_value,pros,cons,source
2024-08-21 20:45:03.485454,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-08-18 20:45:03.485456,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-08-15 20:45:03.485459,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-08-12 20:45:03.485462,Asana,Software Engineer,1-50,4.5,4.0,4.5,5.0,4.0,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-08-09 20:45:03.485465,Asana,Product Manager,51-200,3.0,3.5,3.0,2.0,3.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-08-06 20:45:03.485470,Asana,CTO,201-500,5.0,5.0,5.0,4.5,4.5,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-08-03 20:45:03.485473,Asana,Team Lead,501-1000,2.0,2.5,2.0,1.5,3.0,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-07-31 20:45:03.485476,Asana,Developer,1000+,4.0,4.5,4.0,4.0,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-07-28 20:45:03.485479,Asana,Software Engineer,1-50,3.5,3.0,3.5,3.0,3.5,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-07-25 20:45:03.485482,Asana,Product Manager,51-200,4.5,4.0,4.5,5.0,4.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-07-22 20:45:03.485485,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-07-19 20:45:03.485488,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-07-16 20:45:03.485493,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-07-13 20:45:03.485496,Asana,Software Engineer,1-50,4.5,4.0,4.5,5.0,4.0,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-07-10 20:45:03.485499,Asana,Product Manager,51-200,3.0,3.5,3.0,2.0,3.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-07-07 20:45:03.485501,Asana,CTO,201-500,5.0,5.0,5.0,4.5,4.5,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-07-04 20:45:03.485504,Asana,Team Lead,501-1000,2.0,2.5,2.0,1.5,3.0,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-07-01 20:45:03.485507,Asana,Developer,1000+,4.0,4.5,4.0,4.0,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-06-28 20:45:03.485510,Asana,Software Engineer,1-50,3.5,3.0,3.5,3.0,3.5,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-06-25 20:45:03.485515,Asana,Product Manager,51-200,4.5,4.0,4.5,5.0,4.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-06-22 20:45:03.485519,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-06-19 20:45:03.485521,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-06-16 20:45:03.485525,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-06-13 20:45:03.485534,Asana,Software Engineer,1-50,4.5,4.0,4.5,5.0,4.0,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-06-10 20:45:03.485539,Asana,Product Manager,51-200,3.0,3.5,3.0,2.0,3.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-06-07 20:45:03.485545,Asana,CTO,201-500,5.0,5.0,5.0,4.5,4.5,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-06-04 20:45:03.485553,Asana,Team Lead,501-1000,2.0,2.5,2.0,1.5,3.0,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-06-01 20:45:03.485558,Asana,Developer,1000+,4.0,4.5,4.0,4.0,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-05-29 20:45:03.485563,Asana,Software Engineer,1-50,3.5,3.0,3.5,3.0,3.5,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-05-26 20:45:03.485568,Asana,Product Manager,51-200,4.5,4.0,4.5,5.0,4.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-05-23 20:45:03.485572,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-05-20 20:45:03.485576,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-05-17 20:45:03.485581,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-05-14 20:45:03.485586,Asana,Software Engineer,1-50,4.5,4.0,4.5,5.0,4.0,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-05-11 20:45:03.485594,Asana,Product Manager,51-200,3.0,3.5,3.0,2.0,3.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-05-08 20:45:03.485599,Asana,CTO,201-500,5.0,5.0,5.0,4.5,4.5,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-05-05 20:45:03.485605,Asana,Team Lead,501-1000,2.0,2.5,2.0,1.5,3.0,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-05-02 20:45:03.485611,Asana,Developer,1000+,4.0,4.5,4.0,4.0,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-04-29 20:45:03.485617,Asana,Software Engineer,1-50,3.5,3.0,3.5,3.0,3.5,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-04-26 20:45:03.485622,Asana,Product Manager,51-200,4.5,4.0,4.5,5.0,4.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-04-23 20:45:03.485627,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-04-20 20:45:03.485636,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-04-17 20:45:03.485641,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-04-14 20:45:03.485646,Asana,Software Engineer,1-50,4.5,4.0,4.5,5.0,4.0,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-04-11 20:45:03.485650,Asana,Product Manager,51-200,3.0,3.5,3.0,2.0,3.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-04-08 20:45:03.485655,Asana,CTO,201-500,5.0,5.0,5.0,4.5,4.5,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-04-05 20:45:03.485659,Asana,Team Lead,501-1000,2.0,2.5,2.0,1.5,3.0,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-04-02 20:45:03.485664,Asana,Developer,1000+,4.0,4.5,4.0,4.0,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-03-30 20:45:03.485672,Asana,Software Engineer,1-50,3.5,3.0,3.5,3.0,3.5,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-03-27 20:45:03.485677,Asana,Product Manager,51-200,4.5,4.0,4.5,5.0,4.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-03-24 20:45:03.485681,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-03-21 20:45:03.485687,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-03-18 20:45:03.485692,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-03-15 20:45:03.485697,Asana,Software Engineer,1-50,4.5,4.0,4.5,5.0,4.0,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-03-12 20:45:03.485702,Asana,Product Manager,51-200,3.0,3.5,3.0,2.0,3.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-03-09 20:45:03.485710,Asana,CTO,201-500,5.0,5.0,5.0,4.5,4.5,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-03-06 20:45:03.485715,Asana,Team Lead,501-1000,2.0,2.5,2.0,1.5,3.0,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-03-03 20:45:03.485720,Asana,Developer,1000+,4.0,4.5,4.0,4.0,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
2024-02-29 20:45:03.485724,Asana,Software Engineer,1-50,3.5,3.0,3.5,3.0,3.5,Excellent API documentation. Integration was straightforward. Performance is solid.,Learning curve is steep. Documentation could be more comprehensive. Some bugs in mobile app.,g2
2024-02-26 20:45:03.485729,Asana,Product Manager,51-200,4.5,4.0,4.5,5.0,4.5,Good feature set for the price. Team collaboration tools work well.,Pricing increases significantly at higher tiers. Limited customization options.,g2
2024-02-23 20:45:03.485735,Asana,CTO,201-500,2.5,3.0,2.5,2.0,3.0,Best-in-class reporting. Dashboard is intuitive. Great customer support.,Integration with legacy systems is challenging. API rate limits too restrictive.,g2
2024-02-20 20:45:03.485740,Asana,Team Lead,501-1000,5.0,5.0,5.0,4.5,4.5,Affordable for startups. Basic features sufficient for small teams.,Customer support response time slow. Missing key features competitors have.,g2
2024-02-17 20:45:03.485765,Asana,Developer,1000+,3.0,3.5,3.0,3.5,4.0,Powerful automation capabilities. Scales well with team growth.,User interface feels dated. Performance issues with large datasets.,g2
